the_geom,SEGID,SEGPART,STREETID,STATUSID,MAPSTATUS,STREETNAME,STR_FROM,STR_TO,SEGDESCR,SCHEDULE
"MULTIPOLYGON (((144.98208397592 -37.847916789211, 144.982144790753 -37.847924203016, 144.984482155406 -37.848209168126, 144.984448401832 -37.848391141046, 144.980139744702 -37.847865862162, 144.980080323098 -37.847672477993, 144.98208397592 -37.847916789211)))",22311,,,,,,,,Moubray Street between St Kilda Road and Punt Road,Complete
"MULTIPOLYGON (((144.950586425194 -37.805136176421, 144.950631151628 -37.804897530568, 144.950641290961 -37.804843420224, 144.950711342117 -37.804448347456, 144.950720105922 -37.804394276246, 144.950772532727 -37.804106298787, 144.950779420419 -37.80406092731, 144.950907688389 -37.803336361301, 144.951245887727 -37.803368460948, 144.950992676697 -37.804782081988, 144.950987422183 -37.804814802353, 144.950923932931 -37.805177150632, 144.950586425194 -37.805136176421)))",20980,,,,,,,,Leveson Street between Victoria Street and Queensberry Street,Complete
"MULTIPOLYGON (((144.941773833506 -37.805147181534, 144.941753089132 -37.805256978461, 144.941195287522 -37.805194679932, 144.941211368672 -37.805088415291, 144.94175924021 -37.805145890111, 144.941773833506 -37.805147181534)))",21535,,,,,,,,Miller Street between Anderson Street and Laurens Street,Years 5 - 7
"MULTIPOLYGON (((144.986689876687 -37.836993891554, 144.986895640821 -37.836004476407, 144.986992314222 -37.836017916853, 144.986991923541 -37.836019748573, 144.986790054803 -37.837006779315, 144.986689876687 -37.836993891554)))",22300,,,,,,,,Punt Road between Tivoli Place and Mona Place,Not determined by precinct plan
"MULTIPOLYGON (((144.958485389108 -37.824495024378, 144.958370717587 -37.82459000226, 144.958295156996 -37.8246525942, 144.958265497616 -37.824677168543, 144.958091167549 -37.824823289515, 144.95729151937 -37.8254869568, 144.957116436504 -37.825036107856, 144.95707264544 -37.824948141451, 144.95721152933 -37.824993663384, 144.957553640917 -37.824840992147, 144.95783613257 -37.824647363798, 144.958416946111 -37.824163323075, 144.958485389108 -37.824495024378)))",22177,,,,,,,,Whiteman Street between Kings Way and Clarendon Street,Years 8 - 10
"MULTIPOLYGON (((144.963038744483 -37.819697506981, 144.963001942575 -37.819617557877, 144.963215786082 -37.819566826302, 144.96321509698 -37.819571503148, 144.963213875144 -37.8195761088, 144.963212166941 -37.819580613033, 144.963209984565 -37.8195849837, 144.963207343589 -37.819589189606, 144.963204262865 -37.819593200732, 144.96320076438 -37.81959698845, 144.963196873103 -37.819600525726, 144.963192616808 -37.819603787313, 144.963188025873 -37.819606749933, 144.963183133064 -37.819609392441, 144.963177863525 -37.81961152643, 144.963179154479 -37.819614982239, 144.963319851788 -37.819581918786, 144.96335508714 -37.819595712466, 144.963303764768 -37.819638567748, 144.963038744483 -37.819697506981)), ((144.963215786082 -37.819566826302, 144.963464059515 -37.819507930435, 144.963432822375 -37.819424725338, 144.963613212677 -37.819379235983, 144.963711265338 -37.819355486063, 144.963809978085 -37.819333524198, 144.963909299113 -37.819313361913, 144.963961492777 -37.819303270134, 144.96402928675 -37.819291405923, 144.964097673378 -37.819281920626, 144.964166520077 -37.819274832634, 144.964613933949 -37.819236716005, 144.964887021792 -37.819203768065, 144.965159023439 -37.819165582822, 144.965429779281 -37.81912218268, 144.96545315806 -37.819079177034, 144.96550736721 -37.819071795882, 144.965468034194 -37.8191323421, 144.965573662663 -37.819114098075, 144.965587177276 -37.819111763237, 144.965594995343 -37.819148918611, 144.965557689074 -37.819156339534, 144.965467920135 -37.819173316579, 144.965207070895 -37.819225691152, 144.965120016157 -37.819241867729, 144.965006829622 -37.81926643313, 144.964811642425 -37.819305144363, 144.964794861161 -37.819297365529, 144.964683911985 -37.819319878563, 144.964673679891 -37.819332985014, 144.964414954639 -37.81938616053, 144.964397960104 -37.819378702376, 144.964289441415 -37.819400815479, 144.964277905353 -37.819414656336, 144.964010299836 -37.819470579203, 144.963996749194 -37.819471327167, 144.963995911099 -37.819468753337, 144.963782069638 -37.819512412151, 144.963786153426 -37.819515934277, 144.963747864748 -37.819543794309, 144.963751416374 -37.819546838621, 144.963727287784 -37.819564589028, 144.963720827273 -37.81955908827, 144.963717013287 -37.819561870023, 144.963703229858 -37.819550006486, 144.963362691614 -37.819623654269, 144.963328053882 -37.819633166305, 144.963303764768 -37.819638567748, 144.96335508714 -37.819595712466, 144.963319851788 -37.819581918786, 144.963179154479 -37.819614982239, 144.963177863525 -37.81961152643, 144.963183133064 -37.819609392441, 144.963188025873 -37.819606749933, 144.963192616808 -37.819603787313, 144.963196873103 -37.819600525726, 144.96320076438 -37.81959698845, 144.963204262865 -37.819593200732, 144.963207343589 -37.819589189606, 144.963209984565 -37.8195849837, 144.963212166941 -37.819580613033, 144.963213875144 -37.8195761088, 144.96321509698 -37.819571503148, 144.963215786082 -37.819566826302)))",22910,,,,,,,,Northbank between Banana Alley and Southbank Pedestrian Bridge,Complete
"MULTIPOLYGON (((144.98455991313 -37.830434201189, 144.984323436118 -37.830404135764, 144.984533005784 -37.829347444143, 144.984771408603 -37.829377181607, 144.98455991313 -37.830434201189)))",22716,,,,,,,,Anderson Street between Clowes Street and St Leonards Court,Years 5 - 7
"MULTIPOLYGON (((144.957142627227 -37.79372156502, 144.95706691437 -37.794339946489, 144.956839655202 -37.794321206656, 144.956874242122 -37.794030771381, 144.956880191133 -37.793994971671, 144.956915911035 -37.793704619104, 144.957142627227 -37.79372156502)))",22357,,,,,,,,Fitzgibbon Street between Bayles Street and Degraves Street,Years 5 - 7
"MULTIPOLYGON (((144.965930110133 -37.807675821695, 144.965936139018 -37.807642384024, 144.965976194618 -37.807662460246, 144.967123702081 -37.807329636297, 144.96713639511 -37.807256950179, 144.967491278459 -37.807294184799, 144.96778635074 -37.807325132288, 144.967099956134 -37.807526611218, 144.96708036403 -37.80753236494, 144.967039614065 -37.807544223838, 144.966699198552 -37.80764328839, 144.966667539668 -37.807652501474, 144.966626341111 -37.807664974293, 144.966007690644 -37.807844212976, 144.965930110133 -37.807675821695)))",21609,,,,,,,,MacKenzie Street between Victoria Street and Russell Street,Complete
"MULTIPOLYGON (((144.975198148519 -37.808437646015, 144.975144514597 -37.808432605376, 144.974723651301 -37.808387455072, 144.974687183645 -37.808383538553, 144.974652540826 -37.808381843273, 144.973316445826 -37.808233780697, 144.973343167961 -37.808062791483, 144.974292796005 -37.80816887987, 144.974294799501 -37.808169028227, 144.974296809187 -37.808169052074, 144.974298812233 -37.808168934805, 144.974300792947 -37.808168677339, 144.974302735814 -37.808168281692, 144.974304625614 -37.808167750965, 144.974306447545 -37.808167089314, 144.974308187334 -37.808166301922, 144.974309831351 -37.808165394958, 144.97431136672 -37.808164375525, 144.974312781413 -37.808163251611, 144.974314064347 -37.808162032018, 144.974315205473 -37.808160726301, 144.974316195853 -37.808159344688, 144.974317027727 -37.808157898001, 144.974317694579 -37.808156397574, 144.974318191187 -37.808154855159, 144.974318495095 -37.808153280991, 144.974330442866 -37.808077688423, 144.974384802879 -37.808083580015, 144.974372145907 -37.808160187733, 144.974371971955 -37.808161738208, 144.974371987126 -37.808163296566, 144.974372171848 -37.808164849139, 144.974372524739 -37.808166384319, 144.974373043161 -37.808167890628, 144.974373723237 -37.808169356806, 144.974374559884 -37.808170771891, 144.974375546846 -37.808172125302, 144.974376676745 -37.808173406922, 144.974377941134 -37.808174607169, 144.974379330559 -37.80817571707, 144.974380834632 -37.808176728326, 144.974382442109 -37.808177633378, 144.974384140973 -37.808178425458, 144.974385918521 -37.808179098646, 144.974387761465 -37.808179647907, 144.974389656026 -37.808180069137, 144.974391585296 -37.808180375085, 144.975442403099 -37.808294620242, 144.975593658035 -37.808484116052, 144.975198148519 -37.808437646015)))",21560,,,,,,,,Victoria Parade between Nicholson Street and Gisborne Street,Years 8 - 10
"MULTIPOLYGON (((144.9358400326 -37.824807277994, 144.935447062662 -37.824484932974, 144.935141901251 -37.824234859562, 144.935387197994 -37.824046040467, 144.936087165856 -37.824618201281, 144.9358400326 -37.824807277994)))",22132,,,,,,,,Ingles Street between Rogers Street and Turner Street,Years 8 - 10
"MULTIPOLYGON (((144.948480507921 -37.805878968881, 144.94723864075 -37.807052419498, 144.946935337587 -37.806921652221, 144.947081541497 -37.806785095906, 144.94710441855 -37.806765768027, 144.947340023584 -37.806549610144, 144.947382949393 -37.806494539644, 144.947513806996 -37.80637273784, 144.947561339178 -37.806328507586, 144.948038374818 -37.805884494539, 144.948083315583 -37.80583373946, 144.948480507921 -37.805878968881)))",22667,,,,,,,,Hawke Street between Spencer Street and Miller Street,Complete
"MULTIPOLYGON (((144.957021260944 -37.805860421354, 144.956974696295 -37.80612692033, 144.956176487448 -37.806039136505, 144.95623352075 -37.805772044556, 144.957021260944 -37.805860421354)))",22673,,,,,,,,Victoria Street between Cobden Street and Peel Street,Years 5 - 7
"MULTIPOLYGON (((144.965732381738 -37.822040397393, 144.96456032652 -37.822568758488, 144.964160163375 -37.822317936934, 144.964413335331 -37.822281193659, 144.965542112784 -37.821774813805, 144.965732381738 -37.822040397393)))",22063,,,,,,,,City Road between Southgate Avenue and Southbank Boulevard,Years 5 - 7
"MULTIPOLYGON (((144.92597172289 -37.792176146283, 144.92634666579 -37.791948254421, 144.926379151009 -37.791928504944, 144.926540975298 -37.791830152352, 144.926596840502 -37.791796315573, 144.926657929876 -37.791768606509, 144.926721760864 -37.791745060359, 144.926787888154 -37.791725841391, 144.926855850415 -37.791711083686, 144.926925173513 -37.791700890199, 144.926995373821 -37.791695332044, 144.927065960753 -37.791694485389, 144.92764032038 -37.79170063749, 144.927637212869 -37.791812661795, 144.927061596677 -37.791804712239, 144.92700222079 -37.791805450831, 144.926943176161 -37.791810176822, 144.926884880252 -37.79181882399, 144.926827744516 -37.791831331303, 144.92677217222 -37.791847610483, 144.926718555594 -37.791867546633, 144.926667273065 -37.791890999041, 144.926620419218 -37.7919196047, 144.926358322028 -37.792080481592, 144.926330972796 -37.79209727553, 144.926057458617 -37.792265160091, 144.92597172289 -37.792176146283)))",23006,,,,,,,,Hopetoun Street between Epsom Road and McCracken Street,Years 5 - 7
"MULTIPOLYGON (((144.935074941762 -37.793348778997, 144.935301179919 -37.793374490941, 144.935027520468 -37.794832830849, 144.93501414477 -37.794904122529, 144.934787874752 -37.794877760582, 144.935074941762 -37.793348778997)))",23103,,,,,,,,Stubbs Street between Robertson Street and Macaulay Road,Not determined by precinct plan
"MULTIPOLYGON (((144.945448170934 -37.810818587687, 144.945456514268 -37.810828619141, 144.945570209238 -37.810974781664, 144.945460444448 -37.811028171545, 144.945237384305 -37.810745221853, 144.945340071334 -37.810682850136, 144.945448170934 -37.810818587687)))",21541,,,,,,,,Railway Place between Rosslyn Street and Stanley Street,Complete
"MULTIPOLYGON (((144.942307515044 -37.779312344421, 144.942387307817 -37.778882155421, 144.942726049963 -37.778922461502, 144.942173112143 -37.781903503672, 144.942101517731 -37.78194777829, 144.942038019368 -37.781999339763, 144.941980547537 -37.782055187658, 144.941929550985 -37.782114885908, 144.941885427898 -37.782177968381, 144.941848522796 -37.782243942521, 144.941819123837 -37.782312293196, 144.94179892713 -37.782382726926, 144.941738157203 -37.782616439605, 144.941662809176 -37.782958187617, 144.941630393394 -37.783304643413, 144.941633428116 -37.783652273016, 144.941665781401 -37.783999382556, 144.94170874804 -37.78428094916, 144.941439180085 -37.784022069973, 144.94143903459 -37.784021175265, 144.941405313429 -37.783659399527, 144.941402149715 -37.783297081688, 144.941435934333 -37.782935987187, 144.941514466611 -37.782579799535, 144.941554619842 -37.782425390712, 144.94146487547 -37.782322602007, 144.941493554104 -37.782233632661, 144.941531557964 -37.782146892571, 144.941578617784 -37.782062996236, 144.941614287605 -37.782009746403, 144.941653609959 -37.781958142125, 144.941696464703 -37.781908341061, 144.941744973137 -37.781858294379, 144.94179704796 -37.781810558613, 144.941852514767 -37.781765293633, 144.942208643704 -37.77984538483, 144.94222021816 -37.779782991259, 144.942258240862 -37.779577961781, 144.942307515044 -37.779312344421)))",22403,,,,,,,,Oak Street between Poplar Road and Manningham Street,Complete
"MULTIPOLYGON (((144.9677790364 -37.796830129143, 144.967741968979 -37.797049710548, 144.967402746106 -37.797005988644, 144.967460022701 -37.796684733701, 144.967562600988 -37.79610739753, 144.9678932623 -37.796139733499, 144.967787680293 -37.796776622118, 144.9677790364 -37.796830129143)))",20536,,,,,,,,Lygon Street between Elgin Street and Palmerston Street,Complete
"MULTIPOLYGON (((144.940880692708 -37.781635813674, 144.940338404659 -37.781410463858, 144.940316703346 -37.78139948878, 144.940295825047 -37.781387622357, 144.940276362164 -37.781374320016, 144.940258472847 -37.781359689847, 144.940242302459 -37.781343850732, 144.940227982397 -37.781326931374, 144.940215629021 -37.781309069255, 144.940205342711 -37.781290409519, 144.940196592973 -37.781271239283, 144.940127956341 -37.781075321603, 144.940107892459 -37.781020898591, 144.940085987802 -37.78096692454, 144.94006225829 -37.780913438661, 144.939924751763 -37.780616348772, 144.939902558637 -37.780563385111, 144.939884540223 -37.780509432365, 144.939870765668 -37.780454697606, 144.939814125755 -37.780186625052, 144.939791739795 -37.780111947005, 144.939763108169 -37.780038660809, 144.939726765281 -37.779967517968, 144.939682973416 -37.779899031914, 144.939632048618 -37.779833696909, 144.939574358409 -37.779771984471, 144.939513628583 -37.779711819219, 144.939462938575 -37.779669892834, 144.939412090358 -37.779623831553, 144.93936670525 -37.779574305491, 144.939327156034 -37.779521721459, 144.939293767556 -37.779466511381, 144.939234947645 -37.779356746235, 144.939212581726 -37.779304841364, 144.939193639046 -37.779252226288, 144.93918048508 -37.77919854458, 144.9391732184 -37.779144198505, 144.939171893457 -37.779089595307, 144.939176520181 -37.779035144156, 144.9391870639 -37.778981253082, 144.939203445606 -37.778928325919, 144.939225542542 -37.778876759279, 144.939253189124 -37.778826939577, 144.939286178181 -37.778779240139, 144.939324262509 -37.7787340184, 144.939367156723 -37.778691613231, 144.939416798063 -37.77865421594, 144.939426065341 -37.778647177661, 144.939445108342 -37.778626648555, 144.939439876747 -37.778586896221, 144.93953509394 -37.778654257774, 144.939570596717 -37.778678439027, 144.939607233509 -37.778701530081, 144.939644951208 -37.778723497466, 144.939592781125 -37.778726306721, 144.939546282363 -37.778761621498, 144.9395083425 -37.778790203724, 144.93947555925 -37.778822613292, 144.93944645208 -37.778857175494, 144.9394212391 -37.778893631341, 144.939400109241 -37.778931707656, 144.939383220837 -37.77897111912, 144.939370700439 -37.779011570407, 144.939362641867 -37.779052758401, 144.939359105508 -37.779094374464, 144.939360117859 -37.779136106751, 144.939365671336 -37.779177642548, 144.939375724324 -37.77921867061, 144.939390201493 -37.779258883499, 144.939407295014 -37.779298553594, 144.93946612624 -37.779408327868, 144.939492167752 -37.779451390925, 144.939523014415 -37.779492405837, 144.939558412877 -37.779531035726, 144.939598072397 -37.779566963303, 144.939648762416 -37.779608889632, 144.939719512438 -37.779678981659, 144.939786720817 -37.779750876519, 144.939846047529 -37.779826991613, 144.939897064418 -37.779906777626, 144.9399394033 -37.77998965875, 144.939972758619 -37.780075036839, 144.939998837434 -37.780162036451, 144.940055489353 -37.780430109135, 144.940066990578 -37.780475810893, 144.940082035156 -37.780520859727, 144.940100565355 -37.780565082751, 144.94023807226 -37.780862181462, 144.940263479276 -37.780919445745, 144.940286932548 -37.780977232707, 144.940308415033 -37.781035500366, 144.940377052115 -37.781231417955, 144.940380026894 -37.78123793559, 144.940383524082 -37.781244279666, 144.940387724038 -37.781250352567, 144.940392592636 -37.781256104948, 144.940398090315 -37.781261490069, 144.940404172404 -37.781266464172, 144.940410789482 -37.781270986839, 144.940417887784 -37.781275021323, 144.940425265893 -37.781278752776, 144.940861142102 -37.781459832467, 144.940976169397 -37.781491077593, 144.940880692708 -37.781635813674)))",22938,,,,,,,,Galada Avenue between Parkville Avenue and Cade Way,Years 8 - 10
